date,state,district,pincode,age_0_5,age_5_17,age_18_greater
04-09-2025,Andaman & Nicobar Islands,Andamans,744103,1,0,0
04-09-2025,Andaman & Nicobar Islands,Andamans,744105,1,0,0
04-09-2025,Andaman & Nicobar Islands,South Andaman,744206,1,0,0
08-09-2025,Andaman & Nicobar Islands,South Andaman,744107,1,0,0
09-09-2025,Andaman & Nicobar Islands,Andamans,744107,1,0,0
12-09-2025,Andaman & Nicobar Islands,South Andaman,744107,1,0,0
11-09-2025,Andaman & Nicobar Islands,Andamans,744103,1,0,0
17-09-2025,Andaman & Nicobar Islands,Andamans,744106,1,1,0
18-09-2025,Andaman & Nicobar Islands,Andamans,744103,1,0,0
22-09-2025,Andaman & Nicobar Islands,Andamans,744103,1,0,0
24-09-2025,Andaman & Nicobar Islands,Andamans,744105,2,0,0
15-10-2025,Andaman & Nicobar Islands,Andamans,744103,1,0,0
17-10-2025,Andaman & Nicobar Islands,Andamans,744106,1,0,0
01-09-2025,Andaman & Nicobar Islands,Andamans,744101,0,1,0
01-09-2025,Andaman & Nicobar Islands,South Andaman,744105,1,0,0
22-09-2025,Andaman & Nicobar Islands,South Andaman,744206,1,0,0
26-09-2025,Andaman & Nicobar Islands,Andamans,744101,1,0,0
25-09-2025,Andaman & Nicobar Islands,Andamans,744103,1,0,0
29-09-2025,Andaman & Nicobar Islands,Andamans,744103,1,0,0
13-10-2025,Andaman & Nicobar Islands,Andamans,744106,1,0,0
01-09-2025,Andaman & Nicobar Islands,South Andaman,744103,1,0,0
01-09-2025,Andaman & Nicobar Islands,South Andaman,744207,1,0,0
02-09-2025,Andaman & Nicobar Islands,Andamans,744107,1,0,0
04-09-2025,Andaman & Nicobar Islands,Andamans,744101,1,0,0
05-09-2025,Andaman & Nicobar Islands,South Andaman,744206,2,0,0
11-09-2025,Andaman & Nicobar Islands,South Andaman,744105,2,0,0
17-09-2025,Andaman & Nicobar Islands,Andamans,744101,1,0,0
23-09-2025,Andaman & Nicobar Islands,South Andaman,744103,1,0,0
24-09-2025,Andaman & Nicobar Islands,Andamans,744106,0,1,0
26-09-2025,Andaman & Nicobar Islands,South Andaman,744103,1,0,0
25-09-2025,Andaman & Nicobar Islands,Andamans,744207,1,0,0
13-10-2025,Andaman & Nicobar Islands,South Andaman,744105,1,0,0
03-09-2025,Andaman & Nicobar Islands,Nicobars,744301,1,0,0
04-09-2025,Andaman & Nicobar Islands,South Andaman,744107,1,0,0
09-09-2025,Andaman & Nicobar Islands,Andamans,744103,0,1,0
12-09-2025,Andaman & Nicobar Islands,Andamans,744107,1,0,0
18-09-2025,Andaman & Nicobar Islands,Andamans,744101,1,0,0
18-09-2025,Andaman & Nicobar Islands,Andamans,744105,1,0,0
18-09-2025,Andaman & Nicobar Islands,Andamans,744107,1,0,0
18-09-2025,Andaman & Nicobar Islands,South Andaman,744105,1,0,0
17-10-2025,Andaman & Nicobar Islands,Andamans,744105,1,0,0
01-09-2025,Andaman & Nicobar Islands,Andamans,744107,1,0,0
15-09-2025,Andaman & Nicobar Islands,Andamans,744103,1,0,0
16-09-2025,Andaman & Nicobar Islands,Andamans,744105,1,0,0
15-10-2025,Andaman & Nicobar Islands,Andamans,744101,1,0,0
